latitude,longitude,month,swh,mwd,mwp
21.0,-82.5,10,3.28,97.98,4.89
21.0,-82.5,11,3.9,78.38,5.05
21.0,-82.5,12,4.08,84.83,5.37
21.0,-82.0,1,4.02,85.91,5.33
21.0,-82.0,2,3.78,95.64,5.36
21.0,-82.0,3,3.66,99.25,5.27
21.0,-82.0,4,3.16,104.75,5.04
21.0,-82.0,5,2.96,111.26,5.11
21.0,-82.0,6,3.16,122.25,5.49
21.0,-82.0,7,2.88,113.74,5.51
21.0,-82.0,8,2.72,113.44,5.12
21.0,-82.0,9,2.48,115.35,4.76
21.0,-82.0,10,3.24,98.05,4.82
21.0,-82.0,11,3.89,77.89,4.99
21.0,-82.0,12,4.04,84.41,5.29
21.0,-81.5,1,3.93,85.92,5.24
21.0,-81.5,2,3.71,95.52,5.28
21.0,-81.5,3,3.58,98.99,5.19
21.0,-81.5,4,3.1,104.31,4.97
21.0,-81.5,5,2.91,111.18,5.04
21.0,-81.5,6,3.07,122.15,5.4
21.0,-81.5,7,2.84,113.33,5.39
21.0,-81.5,8,2.69,113.18,5.03
21.0,-81.5,9,2.42,115.12,4.68
21.0,-81.5,10,3.16,98.81,4.74
21.0,-81.5,11,3.82,77.96,4.91
21.0,-81.5,12,3.96,84.44,5.2
21.0,-81.0,1,3.83,85.8,5.13
21.0,-81.0,2,3.64,95.44,5.18
21.0,-81.0,3,3.5,98.88,5.09
21.0,-81.0,4,3.03,104.0,4.87
21.0,-81.0,5,2.85,111.07,4.94
21.0,-81.0,6,2.97,122.06,5.29
21.0,-81.0,7,2.79,112.78,5.25
21.0,-81.0,8,2.65,112.77,4.91
21.0,-81.0,9,2.37,114.93,4.59
21.0,-81.0,10,3.08,99.62,4.65
21.0,-81.0,11,3.75,77.9,4.8
21.0,-81.0,12,3.87,84.37,5.08
21.0,-80.5,1,3.66,85.01,4.97
21.0,-80.5,2,3.5,94.61,5.02
21.0,-80.5,3,3.36,98.42,4.94
21.0,-80.5,4,2.93,103.37,4.73
21.0,-80.5,5,2.76,110.5,4.8
21.0,-80.5,6,2.83,121.66,5.14
21.0,-80.5,7,2.7,111.65,5.06
21.0,-80.5,8,2.57,111.8,4.75
21.0,-80.5,9,2.29,114.21,4.46
21.0,-80.5,10,2.97,99.87,4.53
21.0,-80.5,11,3.63,76.51,4.65
21.0,-80.5,12,3.72,83.31,4.92
21.0,-80.0,1,3.41,83.13,4.78
21.0,-80.0,2,3.26,93.12,4.82
21.0,-80.0,3,3.14,97.34,4.75
21.0,-80.0,4,2.76,101.98,4.55
21.0,-80.0,5,2.59,109.6,4.62
21.0,-80.0,6,2.62,121.48,4.96
21.0,-80.0,7,2.52,110.57,4.85
21.0,-80.0,8,2.41,110.66,4.57
21.0,-80.0,9,2.15,113.05,4.3
21.0,-80.0,10,2.81,98.58,4.38
21.0,-80.0,11,3.43,72.72,4.45
21.0,-80.0,12,3.49,80.45,4.71
21.0,-79.5,1,2.93,79.83,4.47
21.0,-79.5,2,2.81,90.98,4.5
21.0,-79.5,3,2.72,95.81,4.44
21.0,-79.5,4,2.4,100.59,4.25
21.0,-79.5,5,2.24,109.36,4.33
21.0,-79.5,6,2.24,122.14,4.66
21.0,-79.5,7,2.16,110.08,4.53
21.0,-79.5,8,2.09,110.12,4.28
21.0,-79.5,9,1.89,112.53,4.05
21.0,-79.5,10,2.47,96.99,4.15
21.0,-79.5,11,2.99,67.74,4.17
21.0,-79.5,12,2.98,76.42,4.39
21.0,-79.0,1,2.47,75.53,4.07
21.0,-79.0,2,2.36,87.3,4.09
21.0,-79.0,3,2.34,93.11,4.05
21.0,-79.0,4,2.1,98.01,3.91
21.0,-79.0,5,1.94,107.56,3.95
21.0,-79.0,6,1.88,119.94,4.17
21.0,-79.0,7,1.83,106.93,4.03
21.0,-79.0,8,1.79,107.4,3.88
21.0,-79.0,9,1.61,109.62,3.7
21.0,-79.0,10,2.11,93.47,3.85
21.0,-79.0,11,2.55,62.88,3.87
21.0,-79.0,12,2.49,71.98,4.01
21.0,-78.5,1,1.9,77.06,3.62
21.0,-78.5,2,1.83,90.6,3.63
21.0,-78.5,3,1.83,97.26,3.6
21.0,-78.5,4,1.66,102.74,3.5
21.0,-78.5,5,1.54,112.17,3.53
21.0,-78.5,6,1.49,123.47,3.69
21.0,-78.5,7,1.43,110.79,3.52
21.0,-78.5,8,1.41,111.31,3.47
21.0,-78.5,9,1.28,113.36,3.35
21.0,-78.5,10,1.64,96.41,3.51
21.0,-78.5,11,1.91,63.2,3.5
21.0,-78.5,12,1.88,73.12,3.58
21.0,-78.0,1,,,
21.0,-78.0,2,,,
21.0,-78.0,3,,,
21.0,-78.0,4,,,
21.0,-78.0,5,,,
21.0,-78.0,6,,,
21.0,-78.0,7,,,
21.0,-78.0,8,,,
21.0,-78.0,9,,,
21.0,-78.0,10,,,
21.0,-78.0,11,,,
21.0,-78.0,12,,,
21.0,-77.5,1,,,
21.0,-77.5,2,,,
21.0,-77.5,3,,,
21.0,-77.5,4,,,
21.0,-77.5,5,,,
21.0,-77.5,6,,,
21.0,-77.5,7,,,
21.0,-77.5,8,,,
21.0,-77.5,9,,,
21.0,-77.5,10,,,
21.0,-77.5,11,,,
21.0,-77.5,12,,,
21.0,-77.0,1,,,
21.0,-77.0,2,,,
21.0,-77.0,3,,,
21.0,-77.0,4,,,
21.0,-77.0,5,,,
21.0,-77.0,6,,,
21.0,-77.0,7,,,
21.0,-77.0,8,,,
21.0,-77.0,9,,,
21.0,-77.0,10,,,
21.0,-77.0,11,,,
21.0,-77.0,12,,,
21.0,-76.5,1,,,
21.0,-76.5,2,,,
21.0,-76.5,3,,,
21.0,-76.5,4,,,
21.0,-76.5,5,,,
21.0,-76.5,6,,,
21.0,-76.5,7,,,
21.0,-76.5,8,,,
21.0,-76.5,9,,,
21.0,-76.5,10,,,
21.0,-76.5,11,,,
21.0,-76.5,12,,,
21.0,-76.0,1,,,
21.0,-76.0,2,,,
21.0,-76.0,3,,,
21.0,-76.0,4,,,
21.0,-76.0,5,,,
21.0,-76.0,6,,,
21.0,-76.0,7,,,
21.0,-76.0,8,,,
21.0,-76.0,9,,,
21.0,-76.0,10,,,
21.0,-76.0,11,,,
21.0,-76.0,12,,,
21.0,-75.5,1,3.53,62.6,5.6
21.0,-75.5,2,3.51,66.39,5.5
21.0,-75.5,3,3.39,63.98,5.58
21.0,-75.5,4,3.06,67.02,5.37
21.0,-75.5,5,2.74,71.53,5.24
21.0,-75.5,6,2.53,80.46,4.95
21.0,-75.5,7,3.1,82.59,4.99
21.0,-75.5,8,2.86,80.28,4.96
21.0,-75.5,9,2.41,69.43,5.64
21.0,-75.5,10,2.59,61.87,5.69
21.0,-75.5,11,3.35,58.6,5.72
21.0,-75.5,12,3.69,63.75,5.7
21.0,-75.0,1,4.15,60.96,5.92
21.0,-75.0,2,4.09,65.39,5.82
21.0,-75.0,3,3.93,62.21,5.95
21.0,-75.0,4,3.52,66.03,5.68
21.0,-75.0,5,3.15,71.45,5.49
21.0,-75.0,6,2.92,82.02,5.14
21.0,-75.0,7,3.55,84.74,5.16
21.0,-75.0,8,3.28,81.96,5.14
21.0,-75.0,9,2.84,68.68,5.94
21.0,-75.0,10,3.05,60.45,5.98
21.0,-75.0,11,3.92,56.67,6.0
21.0,-75.0,12,4.31,62.65,5.96
21.0,-74.5,1,4.36,62.66,5.88
21.0,-74.5,2,4.3,67.38,5.79
21.0,-74.5,3,4.11,63.75,5.93
21.0,-74.5,4,3.68,67.98,5.66
21.0,-74.5,5,3.31,73.96,5.45
21.0,-74.5,6,3.14,85.41,5.11
21.0,-74.5,7,3.82,87.59,5.14
21.0,-74.5,8,3.51,84.97,5.11
21.0,-74.5,9,3.0,71.05,5.89
21.0,-74.5,10,3.2,63.35,5.9
21.0,-74.5,11,4.08,58.11,5.93
21.0,-74.5,12,4.51,64.43,5.9
21.0,-74.0,1,4.27,62.92,5.78
21.0,-74.0,2,4.23,67.74,5.68
21.0,-74.0,3,4.02,63.81,5.83
21.0,-74.0,4,3.61,68.66,5.55
21.0,-74.0,5,3.27,75.28,5.33
21.0,-74.0,6,3.14,87.23,4.99
21.0,-74.0,7,3.8,88.93,4.99
21.0,-74.0,8,3.49,86.49,4.97
21.0,-74.0,9,2.98,71.79,5.75
21.0,-74.0,10,3.16,65.09,5.77
21.0,-74.0,11,3.97,58.36,5.81
21.0,-74.0,12,4.39,64.95,5.76
21.0,-73.5,1,3.92,68.63,5.67
21.0,-73.5,2,3.92,72.24,5.58
21.0,-73.5,3,3.65,69.36,5.63
21.0,-73.5,4,3.32,74.15,5.39
21.0,-73.5,5,3.05,80.23,5.22
21.0,-73.5,6,3.05,89.86,4.97
21.0,-73.5,7,3.65,90.49,4.97
21.0,-73.5,8,3.34,88.71,4.94
21.0,-73.5,9,2.78,77.81,5.62
21.0,-73.5,10,2.86,73.53,5.56
21.0,-73.5,11,3.54,65.21,5.6
21.0,-73.5,12,3.98,70.26,5.59
21.0,-73.0,1,4.55,75.21,5.92
21.0,-73.0,2,4.6,78.12,5.85
21.0,-73.0,3,4.25,75.24,5.83
21.0,-73.0,4,3.93,79.45,5.61
21.0,-73.0,5,3.72,84.84,5.48
21.0,-73.0,6,3.8,93.69,5.31
21.0,-73.0,7,4.47,93.32,5.38
21.0,-73.0,8,4.08,91.81,5.31
21.0,-73.0,9,3.38,82.66,5.85
21.0,-73.0,10,3.36,78.5,5.73
21.0,-73.0,11,4.07,70.98,5.81
21.0,-73.0,12,4.63,75.83,5.83
21.0,-72.5,1,4.88,70.76,6.24
21.0,-72.5,2,4.91,74.31,6.13
21.0,-72.5,3,4.56,70.83,6.16
21.0,-72.5,4,4.19,76.26,5.86
21.0,-72.5,5,3.96,83.22,5.63
21.0,-72.5,6,4.02,94.18,5.38
21.0,-72.5,7,4.63,93.97,5.44
21.0,-72.5,8,4.25,91.82,5.39
21.0,-72.5,9,3.7,79.44,6.09
21.0,-72.5,10,3.64,73.8,6.01
21.0,-72.5,11,4.38,66.4,6.14
21.0,-72.5,12,4.91,72.48,6.11
21.0,-72.0,1,4.69,76.71,6.0
21.0,-72.0,2,4.78,79.39,5.91
21.0,-72.0,3,4.4,76.88,5.87
21.0,-72.0,4,4.13,80.96,5.68
21.0,-72.0,5,3.99,87.25,5.51
21.0,-72.0,6,4.1,96.59,5.33
21.0,-72.0,7,4.66,94.87,5.44
21.0,-72.0,8,4.28,93.17,5.38
21.0,-72.0,9,3.68,84.84,5.89
21.0,-72.0,10,3.57,80.44,5.79
21.0,-72.0,11,4.21,72.2,5.92
21.0,-72.0,12,4.77,77.1,5.97
21.0,-71.5,1,4.9,75.68,6.32
21.0,-71.5,2,4.99,78.28,6.22
21.0,-71.5,3,4.66,74.94,6.3
21.0,-71.5,4,4.36,79.11,6.02
21.0,-71.5,5,4.18,86.18,5.75
21.0,-71.5,6,4.2,96.75,5.44
21.0,-71.5,7,4.7,94.69,5.56
21.0,-71.5,8,4.36,92.57,5.53
21.0,-71.5,9,3.96,83.21,6.24
21.0,-71.5,10,3.85,78.09,6.19
21.0,-71.5,11,4.52,70.03,6.38
21.0,-71.5,12,5.05,75.37,6.38
21.0,-71.0,1,5.74,65.65,7.22
21.0,-71.0,2,5.76,69.3,7.06
21.0,-71.0,3,5.57,64.48,7.29
21.0,-71.0,4,5.03,70.44,6.83
21.0,-71.0,5,4.66,80.24,6.34
21.0,-71.0,6,4.41,94.42,5.78
21.0,-71.0,7,4.87,93.11,5.88
21.0,-71.0,8,4.59,89.94,5.9
21.0,-71.0,9,4.66,74.95,7.04
21.0,-71.0,10,4.61,68.31,7.04
21.0,-71.0,11,5.49,60.17,7.35
21.0,-71.0,12,5.93,66.66,7.26
21.0,-70.5,1,6.22,58.9,7.67
21.0,-70.5,2,6.18,63.24,7.48
21.0,-70.5,3,6.05,58.35,7.74
21.0,-70.5,4,5.34,65.84,7.19
21.0,-70.5,5,4.82,77.64,6.59
21.0,-70.5,6,4.42,93.66,5.95
21.0,-70.5,7,4.84,92.49,6.01
21.0,-70.5,8,4.61,88.64,6.06
21.0,-70.5,9,4.98,70.67,7.38
21.0,-70.5,10,4.96,63.46,7.41
21.0,-70.5,11,5.97,54.74,7.76
21.0,-70.5,12,6.35,61.14,7.66
21.0,-70.0,1,6.31,57.06,7.77
21.0,-70.0,2,6.24,61.57,7.58
21.0,-70.0,3,6.09,56.77,7.82
21.0,-70.0,4,5.36,64.94,7.25
21.0,-70.0,5,4.8,77.46,6.65
21.0,-70.0,6,4.36,93.72,6.04
21.0,-70.0,7,4.78,92.11,6.11
21.0,-70.0,8,4.57,88.11,6.15
21.0,-70.0,9,5.0,69.89,7.46
21.0,-70.0,10,4.99,62.86,7.46
21.0,-70.0,11,6.02,53.62,7.82
21.0,-70.0,12,6.4,59.55,7.74
21.0,-69.5,1,6.4,56.2,7.86
21.0,-69.5,2,6.31,60.76,7.66
21.0,-69.5,3,6.15,55.85,7.89
21.0,-69.5,4,5.4,64.53,7.32
21.0,-69.5,5,4.8,77.43,6.72
21.0,-69.5,6,4.35,93.67,6.14
21.0,-69.5,7,4.78,91.96,6.19
21.0,-69.5,8,4.58,88.02,6.24
21.0,-69.5,9,5.05,69.73,7.54
21.0,-69.5,10,5.04,62.73,7.53
21.0,-69.5,11,6.09,53.25,7.87
21.0,-69.5,12,6.48,58.82,7.81
21.0,-69.0,1,6.48,55.61,7.92
21.0,-69.0,2,6.37,60.1,7.73
21.0,-69.0,3,6.2,55.07,7.95
21.0,-69.0,4,5.43,64.18,7.38
21.0,-69.0,5,4.81,77.36,6.79
21.0,-69.0,6,4.35,93.51,6.23
21.0,-69.0,7,4.8,91.85,6.26
21.0,-69.0,8,4.61,88.08,6.3
21.0,-69.0,9,5.09,69.7,7.59
21.0,-69.0,10,5.08,62.59,7.58
21.0,-69.0,11,6.14,53.05,7.91
21.0,-69.0,12,6.54,58.36,7.86
21.0,-68.5,1,6.53,55.1,7.97
21.0,-68.5,2,6.42,59.48,7.78
21.0,-68.5,3,6.23,54.33,7.99
21.0,-68.5,4,5.46,63.79,7.43
21.0,-68.5,5,4.82,77.25,6.84
21.0,-68.5,6,4.36,93.3,6.3
21.0,-68.5,7,4.83,91.7,6.32
21.0,-68.5,8,4.64,88.08,6.35
21.0,-68.5,9,5.11,69.61,7.63
21.0,-68.5,10,5.11,62.41,7.63
21.0,-68.5,11,6.17,52.9,7.95
21.0,-68.5,12,6.6,57.99,7.9
21.0,-68.0,1,6.58,54.66,8.01
21.0,-68.0,2,6.47,58.9,7.83
21.0,-68.0,3,6.27,53.6,8.04
21.0,-68.0,4,5.48,63.38,7.47
21.0,-68.0,5,4.84,77.12,6.89
21.0,-68.0,6,4.39,93.12,6.37
21.0,-68.0,7,4.86,91.58,6.36
21.0,-68.0,8,4.67,88.13,6.4
21.0,-68.0,9,5.14,69.45,7.67
21.0,-68.0,10,5.15,62.2,7.67
21.0,-68.0,11,6.2,52.74,7.98
21.0,-68.0,12,6.65,57.67,7.94
21.0,-67.5,1,6.63,54.27,8.06
21.0,-67.5,2,6.52,58.37,7.88
21.0,-67.5,3,6.29,52.87,8.08
21.0,-67.5,4,5.5,62.96,7.52
21.0,-67.5,5,4.85,76.99,6.93
21.0,-67.5,6,4.42,92.94,6.43
21.0,-67.5,7,4.9,91.48,6.41
21.0,-67.5,8,4.71,88.16,6.45
21.0,-67.5,9,5.17,69.24,7.7
21.0,-67.5,10,5.18,62.01,7.72
21.0,-67.5,11,6.23,52.59,8.02
21.0,-67.5,12,6.7,57.35,7.98
21.0,-67.0,1,6.68,53.93,8.1
21.0,-67.0,2,6.57,57.94,7.92
21.0,-67.0,3,6.32,52.25,8.13
21.0,-67.0,4,5.53,62.65,7.57
21.0,-67.0,5,4.87,77.05,6.97
21.0,-67.0,6,4.45,92.83,6.49
21.0,-67.0,7,4.94,91.46,6.46
21.0,-67.0,8,4.75,88.28,6.5
21.0,-67.0,9,5.21,69.11,7.74
21.0,-67.0,10,5.22,62.08,7.77
21.0,-67.0,11,6.25,52.5,8.06
21.0,-67.0,12,6.74,57.08,8.02
21.0,-66.5,1,6.73,53.68,8.14
21.0,-66.5,2,6.62,57.65,7.97
21.0,-66.5,3,6.36,51.74,8.17
21.0,-66.5,4,5.56,62.56,7.61
21.0,-66.5,5,4.9,77.26,7.01
21.0,-66.5,6,4.48,92.94,6.55
21.0,-66.5,7,4.99,91.55,6.51
21.0,-66.5,8,4.79,88.54,6.55
21.0,-66.5,9,5.26,69.17,7.77
21.0,-66.5,10,5.26,62.42,7.81
21.0,-66.5,11,6.28,52.52,8.09
21.0,-66.5,12,6.79,56.88,8.06
21.0,-66.0,1,6.79,53.46,8.18
21.0,-66.0,2,6.68,57.46,8.01
21.0,-66.0,3,6.39,51.3,8.21
21.0,-66.0,4,5.6,62.6,7.64
21.0,-66.0,5,4.93,77.45,7.06
21.0,-66.0,6,4.53,93.17,6.62
21.0,-66.0,7,5.04,91.71,6.55
21.0,-66.0,8,4.83,88.92,6.6
21.0,-66.0,9,5.31,69.34,7.8
21.0,-66.0,10,5.3,62.94,7.86
21.0,-66.0,11,6.32,52.6,8.12
21.0,-66.0,12,6.83,56.7,8.09
21.0,-65.5,1,6.84,53.22,8.22
21.0,-65.5,2,6.73,57.21,8.05
21.0,-65.5,3,6.43,50.92,8.25
21.0,-65.5,4,5.64,62.6,7.67
21.0,-65.5,5,4.95,77.48,7.1
21.0,-65.5,6,4.57,93.38,6.68
21.0,-65.5,7,5.09,91.86,6.6
21.0,-65.5,8,4.87,89.2,6.64
21.0,-65.5,9,5.36,69.5,7.82
21.0,-65.5,10,5.36,63.51,7.89
21.0,-65.5,11,6.35,52.63,8.16
21.0,-65.5,12,6.88,56.47,8.13
21.0,-65.0,1,6.89,52.98,8.26
21.0,-65.0,2,6.78,56.91,8.08
21.0,-65.0,3,6.47,50.51,8.28
21.0,-65.0,4,5.68,62.49,7.7
21.0,-65.0,5,4.98,77.38,7.15
21.0,-65.0,6,4.62,93.54,6.72
21.0,-65.0,7,5.13,91.98,6.63
21.0,-65.0,8,4.91,89.42,6.69
21.0,-65.0,9,5.42,69.65,7.85
21.0,-65.0,10,5.41,64.16,7.93
21.0,-65.0,11,6.38,52.63,8.19
21.0,-65.0,12,6.93,56.27,8.16
21.0,-64.5,1,6.93,52.72,8.29
21.0,-64.5,2,6.83,56.59,8.12
21.0,-64.5,3,6.51,50.1,8.31
21.0,-64.5,4,5.71,62.29,7.73
21.0,-64.5,5,5.0,77.23,7.18
21.0,-64.5,6,4.66,93.66,6.76
21.0,-64.5,7,5.18,92.06,6.66
21.0,-64.5,8,4.94,89.56,6.73
21.0,-64.5,9,5.48,69.79,7.87
21.0,-64.5,10,5.45,64.66,7.97
21.0,-64.5,11,6.41,52.6,8.22
21.0,-64.5,12,6.97,56.04,8.2
21.0,-64.0,1,6.97,52.43,8.31
21.0,-64.0,2,6.88,56.28,8.14
21.0,-64.0,3,6.54,49.64,8.34
21.0,-64.0,4,5.74,62.03,7.76
21.0,-64.0,5,5.02,77.06,7.21
21.0,-64.0,6,4.7,93.72,6.79
21.0,-64.0,7,5.22,92.09,6.68
21.0,-64.0,8,4.97,89.62,6.75
21.0,-64.0,9,5.53,69.87,7.88
21.0,-64.0,10,5.49,64.99,8.0
21.0,-64.0,11,6.43,52.49,8.25
21.0,-64.0,12,7.0,55.74,8.23
21.0,-63.5,1,7.01,52.05,8.34
21.0,-63.5,2,6.92,55.92,8.17
21.0,-63.5,3,6.57,49.09,8.37
21.0,-63.5,4,5.76,61.68,7.78
21.0,-63.5,5,5.04,76.83,7.24
21.0,-63.5,6,4.73,93.68,6.81
21.0,-63.5,7,5.25,92.03,6.69
21.0,-63.5,8,4.99,89.56,6.78
21.0,-63.5,9,5.58,69.87,7.9
21.0,-63.5,10,5.53,65.14,8.03
21.0,-63.5,11,6.45,52.25,8.27
21.0,-63.5,12,7.03,55.35,8.25
21.0,-63.0,1,7.05,51.62,8.36
21.0,-63.0,2,6.96,55.53,8.19
21.0,-63.0,3,6.59,48.53,8.39
21.0,-63.0,4,5.79,61.31,7.8
21.0,-63.0,5,5.05,76.55,7.25
21.0,-63.0,6,4.75,93.58,6.83
21.0,-63.0,7,5.28,91.92,6.7
21.0,-63.0,8,5.01,89.45,6.79
21.0,-63.0,9,5.62,69.86,7.91
21.0,-63.0,10,5.56,65.15,8.06
21.0,-63.0,11,6.46,51.97,8.3
21.0,-63.0,12,7.06,54.9,8.28
21.0,-62.5,1,7.08,51.12,8.38
21.0,-62.5,2,6.99,55.08,8.22
21.0,-62.5,3,6.62,47.93,8.42
21.0,-62.5,4,5.81,60.88,7.82
21.0,-62.5,5,5.06,76.21,7.27
21.0,-62.5,6,4.77,93.39,6.84
21.0,-62.5,7,5.3,91.77,6.7
21.0,-62.5,8,5.03,89.33,6.81
21.0,-62.5,9,5.66,69.89,7.92
21.0,-62.5,10,5.59,65.09,8.08
21.0,-62.5,11,6.48,51.64,8.32
21.0,-62.5,12,7.09,54.38,8.31
21.0,-62.0,1,7.12,50.54,8.4
21.0,-62.0,2,7.03,54.6,8.24
21.0,-62.0,3,6.64,47.29,8.44
21.0,-62.0,4,5.83,60.38,7.84
21.0,-62.0,5,5.06,75.78,7.28
21.0,-62.0,6,4.78,93.11,6.85
21.0,-62.0,7,5.31,91.56,6.7
21.0,-62.0,8,5.04,89.19,6.82
21.0,-62.0,9,5.7,69.94,7.92
21.0,-62.0,10,5.61,64.91,8.1
21.0,-62.0,11,6.49,51.26,8.34
21.0,-62.0,12,7.12,53.81,8.33
21.0,-61.5,1,7.15,49.95,8.42
21.0,-61.5,2,7.06,54.08,8.27
21.0,-61.5,3,6.66,46.65,8.47
21.0,-61.5,4,5.85,59.84,7.85
21.0,-61.5,5,5.06,75.29,7.29
21.0,-61.5,6,4.79,92.75,6.85
21.0,-61.5,7,5.33,91.33,6.7
21.0,-61.5,8,5.05,89.05,6.83
21.0,-61.5,9,5.73,69.94,7.93
21.0,-61.5,10,5.62,64.64,8.12
21.0,-61.5,11,6.5,50.88,8.36
21.0,-61.5,12,7.15,53.2,8.36
21.0,-61.0,1,7.17,49.35,8.44
21.0,-61.0,2,7.08,53.51,8.29
21.0,-61.0,3,6.68,46.01,8.49
21.0,-61.0,4,5.87,59.27,7.87
21.0,-61.0,5,5.06,74.8,7.3
21.0,-61.0,6,4.79,92.33,6.85
21.0,-61.0,7,5.34,91.06,6.69
21.0,-61.0,8,5.07,88.9,6.83
21.0,-61.0,9,5.76,69.92,7.94
21.0,-61.0,10,5.63,64.3,8.13
21.0,-61.0,11,6.51,50.51,8.38
21.0,-61.0,12,7.17,52.56,8.38
21.0,-60.5,1,7.2,48.73,8.46
21.0,-60.5,2,7.11,52.94,8.31
21.0,-60.5,3,6.7,45.35,8.51
21.0,-60.5,4,5.88,58.66,7.88
21.0,-60.5,5,5.06,74.3,7.31
21.0,-60.5,6,4.79,91.86,6.85
21.0,-60.5,7,5.35,90.77,6.69
21.0,-60.5,8,5.08,88.74,6.84
21.0,-60.5,9,5.79,69.9,7.95
21.0,-60.5,10,5.64,63.92,8.15
21.0,-60.5,11,6.52,50.12,8.4
21.0,-60.5,12,7.19,51.9,8.4
21.0,-60.0,1,7.22,48.1,8.49
21.0,-60.0,2,7.13,52.32,8.34
21.0,-60.0,3,6.72,44.67,8.53
21.0,-60.0,4,5.89,58.02,7.89
21.0,-60.0,5,5.06,73.8,7.31
21.0,-60.0,6,4.8,91.35,6.85
21.0,-60.0,7,5.35,90.47,6.69
21.0,-60.0,8,5.09,88.57,6.85
21.0,-60.0,9,5.81,69.91,7.95
21.0,-60.0,10,5.65,63.55,8.17
21.0,-60.0,11,6.53,49.7,8.41
21.0,-60.0,12,7.22,51.24,8.42
21.0,-59.5,1,7.25,47.49,8.51
21.0,-59.5,2,7.16,65.49,8.36
21.0,-59.5,3,6.74,44.01,8.55
21.0,-59.5,4,5.9,57.34,7.91
21.0,-59.5,5,5.06,73.28,7.32
21.0,-59.5,6,4.8,90.81,6.85
21.0,-59.5,7,5.36,90.16,6.69
21.0,-59.5,8,5.1,88.39,6.85
21.0,-59.5,9,5.83,69.94,7.96
21.0,-59.5,10,5.67,63.13,8.19
21.0,-59.5,11,6.54,49.29,8.43
21.0,-59.5,12,7.24,50.57,8.44
21.0,-59.0,1,7.27,46.9,8.53
21.0,-59.0,2,7.19,64.8,8.38
21.0,-59.0,3,6.76,43.32,8.57
21.0,-59.0,4,5.92,56.59,7.93
21.0,-59.0,5,5.06,72.72,7.33
21.0,-59.0,6,4.8,90.26,6.86
21.0,-59.0,7,5.37,89.85,6.68
21.0,-59.0,8,5.12,88.19,6.86
21.0,-59.0,9,5.86,69.98,7.96
21.0,-59.0,10,5.68,62.65,8.21
21.0,-59.0,11,6.55,48.86,8.45
21.0,-59.0,12,7.26,49.89,8.46
21.0,-58.5,1,7.3,46.31,8.56
21.0,-58.5,2,7.22,64.1,8.4
21.0,-58.5,3,6.78,42.62,8.59
21.0,-58.5,4,5.93,55.82,7.94
21.0,-58.5,5,5.06,72.12,7.33
21.0,-58.5,6,4.81,89.68,6.86
21.0,-58.5,7,5.38,89.52,6.68
21.0,-58.5,8,5.13,87.98,6.87
21.0,-58.5,9,5.89,70.01,7.97
21.0,-58.5,10,5.7,62.13,8.23
21.0,-58.5,11,6.56,48.36,8.47
21.0,-58.5,12,7.29,49.19,8.49
21.0,-58.0,1,7.33,45.72,8.58
21.0,-58.0,2,7.24,63.42,8.43
21.0,-58.0,3,6.81,41.94,8.61
21.0,-58.0,4,5.95,55.04,7.96
21.0,-58.0,5,5.07,71.49,7.34
21.0,-58.0,6,4.82,89.09,6.86
21.0,-58.0,7,5.39,89.19,6.68
21.0,-58.0,8,5.13,87.76,6.88
21.0,-58.0,9,5.92,70.06,7.97
21.0,-58.0,10,5.71,61.55,8.25
21.0,-58.0,11,6.57,47.86,8.49
21.0,-58.0,12,7.31,48.49,8.51
21.0,-57.5,1,7.36,45.12,8.6
21.0,-57.5,2,7.27,62.75,8.45
21.0,-57.5,3,6.83,41.25,8.63
21.0,-57.5,4,5.97,54.27,7.97
21.0,-57.5,5,5.08,70.88,7.35
21.0,-57.5,6,4.83,88.47,6.86
21.0,-57.5,7,5.4,88.84,6.68
21.0,-57.5,8,5.14,87.53,6.88
21.0,-57.5,9,5.94,70.11,7.98
21.0,-57.5,10,5.73,60.95,8.26
21.0,-57.5,11,6.58,47.35,8.51
21.0,-57.5,12,7.33,47.81,8.53
21.0,-57.0,1,7.39,44.52,8.63
21.0,-57.0,2,7.3,62.07,8.48
21.0,-57.0,3,6.86,40.59,8.65
21.0,-57.0,4,5.99,53.49,7.99
21.0,-57.0,5,5.08,70.27,7.35
21.0,-57.0,6,4.84,87.84,6.86
21.0,-57.0,7,5.41,88.47,6.69
21.0,-57.0,8,5.15,87.29,6.89
21.0,-57.0,9,5.96,70.14,7.98
21.0,-57.0,10,5.75,60.33,8.28
21.0,-57.0,11,6.6,46.85,8.52
21.0,-57.0,12,7.36,47.06,8.56
21.0,-56.5,1,7.42,43.91,8.65
21.0,-56.5,2,7.33,61.38,8.5
21.0,-56.5,3,6.89,39.94,8.67
21.0,-56.5,4,6.01,52.72,8.0
21.0,-56.5,5,5.09,69.63,7.36
21.0,-56.5,6,4.85,87.21,6.87
21.0,-56.5,7,5.42,88.08,6.69
21.0,-56.5,8,5.16,87.04,6.9
21.0,-56.5,9,5.98,70.14,7.99
21.0,-56.5,10,5.77,59.73,8.29
21.0,-56.5,11,6.61,46.35,8.54
21.0,-56.5,12,7.38,46.3,8.58
21.0,-56.0,1,7.45,43.28,8.67
21.0,-56.0,2,7.36,60.73,8.52
21.0,-56.0,3,6.91,39.29,8.69
21.0,-56.0,4,6.02,51.96,8.02
